Time,Open,High,Low,Close,Volume
2017-12-28 20:30:00,0.05021900,0.05044900,0.05015000,0.05026700,4516.09500000
2017-12-28 20:00:00,0.05021400,0.05044900,0.05015000,0.05021800,4696.19100000
2017-12-28 19:30:00,0.05020100,0.05039500,0.05015000,0.05021300,4306.50800000
2017-12-28 19:00:00,0.04988300,0.05028300,0.04977500,0.05024900,4169.63000000
2017-12-28 18:30:00,0.05035000,0.05050600,0.04978000,0.04985300,5127.87800000
2017-12-28 18:00:00,0.05037200,0.05099900,0.05030500,0.05035100,4231.06000000
2017-12-28 17:30:00,0.05039200,0.05046000,0.05030000,0.05039700,4861.72900000
2017-12-28 17:00:00,0.05021500,0.05045000,0.05013600,0.05035200,4265.07400000
2017-12-28 16:30:00,0.05036700,0.05059800,0.05015600,0.05021500,4262.59400000
2017-12-28 16:00:00,0.05025700,0.05071000,0.05015500,0.05039500,7377.90300000
2017-12-28 15:30:00,0.05007000,0.05044000,0.04999100,0.05027000,4743.70200000
2017-12-28 15:00:00,0.05014000,0.05030000,0.04973000,0.05007000,5719.56600000
2017-12-28 14:30:00,0.05021100,0.05046900,0.05007600,0.05014100,4982.90200000
2017-12-28 14:00:00,0.05050100,0.05070500,0.05021000,0.05026600,5183.27300000
2017-12-28 13:30:00,0.05039100,0.05100000,0.05027000,0.05055900,5837.94000000
2017-12-28 13:00:00,0.04970700,0.05043300,0.04962500,0.05039100,6732.93900000
2017-12-28 12:30:00,0.05003800,0.05025100,0.04970000,0.04970700,4429.50800000
2017-12-28 12:00:00,0.04985500,0.05028900,0.04979800,0.05000000,4932.64200000
2017-12-28 11:30:00,0.05009400,0.05049900,0.04979700,0.04984300,7000.22300000
2017-12-28 11:00:00,0.04997000,0.05016400,0.04990600,0.05008000,4968.57000000
2017-12-28 10:30:00,0.04984000,0.05000000,0.04980800,0.04992000,4760.04100000
2017-12-28 10:00:00,0.04976000,0.04999900,0.04962100,0.04987900,6294.97300000
2017-12-28 09:30:00,0.04987400,0.04988700,0.04960000,0.04970500,6616.79800000
2017-12-28 09:00:00,0.04966900,0.04996800,0.04955900,0.04987400,4855.25100000
2017-12-28 08:30:00,0.04952800,0.04967100,0.04951900,0.04966900,3915.61300000
2017-12-28 08:00:00,0.04950400,0.04980100,0.04927400,0.04952800,4903.65200000
2017-12-28 07:30:00,0.04950000,0.04976000,0.04930500,0.04954600,3688.19800000
2017-12-28 07:00:00,0.04925100,0.04980600,0.04920600,0.04950000,4107.77000000
2017-12-28 06:30:00,0.04933300,0.05170000,0.04913600,0.04925100,5399.18500000
2017-12-28 06:00:00,0.04931600,0.04949600,0.04909100,0.04933300,4640.63700000
2017-12-28 05:30:00,0.04905000,0.04940000,0.04891300,0.04931700,5642.83200000
2017-12-28 05:00:00,0.04874700,0.04911800,0.04861000,0.04904100,5827.00700000
2017-12-28 04:30:00,0.04896900,0.04900000,0.04862100,0.04874800,4938.92300000
2017-12-28 04:00:00,0.04923500,0.04928300,0.04884300,0.04896900,5319.65900000
2017-12-28 03:30:00,0.04934800,0.04940400,0.04918100,0.04923400,4216.51700000
2017-12-28 03:00:00,0.04915000,0.04940500,0.04900000,0.04934800,4344.07700000
2017-12-28 02:30:00,0.04930200,0.04937300,0.04900000,0.04910200,3410.42500000
2017-12-28 02:00:00,0.04953700,0.04961600,0.04900000,0.04932700,4704.77600000
2017-12-28 01:30:00,0.04955400,0.04976500,0.04929600,0.04953400,4606.73000000
2017-12-28 01:00:00,0.04963500,0.04971000,0.04939800,0.04950400,4042.89500000
2017-12-28 00:30:00,0.04926200,0.04985500,0.04926200,0.04966900,5343.54200000
2017-12-28 00:00:00,0.04889200,0.04937000,0.04887600,0.04926200,5409.37900000
2017-12-27 23:30:00,0.04894500,0.04924900,0.04871200,0.04889300,4313.61300000
2017-12-27 23:00:00,0.04891100,0.04930000,0.04886300,0.04894700,5307.61500000
2017-12-27 22:30:00,0.04870500,0.04942800,0.04862700,0.04891000,8046.32600000
2017-12-27 22:00:00,0.04841100,0.04873400,0.04805400,0.04865600,9145.29200000
2017-12-27 21:30:00,0.04795900,0.04849900,0.04786900,0.04836000,12910.59800000
2017-12-27 21:00:00,0.04795600,0.04807900,0.04780000,0.04799900,6424.86600000
2017-12-27 20:30:00,0.04780600,0.04806700,0.04776000,0.04802000,5049.86500000
2017-12-27 20:00:00,0.04830000,0.04840000,0.04780000,0.04780600,5263.69500000
2017-12-27 19:30:00,0.04781000,0.04840100,0.04772700,0.04825200,4985.08100000
2017-12-27 19:00:00,0.04780400,0.04798500,0.04758400,0.04780700,4876.65200000
2017-12-27 18:30:00,0.04786900,0.04797800,0.04770100,0.04780400,3764.12400000
2017-12-27 18:00:00,0.04797100,0.04828500,0.04770000,0.04788100,4637.26200000
2017-12-27 17:30:00,0.04775200,0.04816500,0.04750000,0.04801900,5653.15700000
2017-12-27 17:00:00,0.04818000,0.04819900,0.04770000,0.04775100,4141.78400000
2017-12-27 16:30:00,0.04829100,0.04849900,0.04811000,0.04818000,3309.14400000
2017-12-27 16:00:00,0.04885900,0.04886100,0.04826300,0.04829100,4385.17900000
2017-12-27 15:30:00,0.04872200,0.04899100,0.04866200,0.04885800,4559.40900000
2017-12-27 15:00:00,0.04869000,0.04880100,0.04858300,0.04880100,5657.69200000
2017-12-27 14:30:00,0.04867200,0.04887500,0.04859500,0.04869000,5109.50800000
2017-12-27 14:00:00,0.04864400,0.04873700,0.04859500,0.04867200,5118.23700000
2017-12-27 13:30:00,0.04840800,0.04887500,0.04827600,0.04864400,4626.29500000
2017-12-27 13:00:00,0.04860200,0.04880000,0.04840600,0.04840800,5485.90700000
2017-12-27 12:30:00,0.04850000,0.04866200,0.04841000,0.04860500,3913.03500000
2017-12-27 12:00:00,0.04846000,0.04900000,0.04841300,0.04845400,5735.73300000
2017-12-27 11:30:00,0.04829700,0.04863700,0.04820000,0.04846000,7744.70600000
2017-12-27 11:00:00,0.04832200,0.04840100,0.04811900,0.04828000,6665.88500000
2017-12-27 10:30:00,0.04822900,0.04852400,0.04820500,0.04832200,6271.34700000
2017-12-27 10:00:00,0.04811300,0.04850000,0.04810000,0.04822900,5405.69700000
2017-12-27 09:30:00,0.04806600,0.04846200,0.04800000,0.04819900,5748.86700000
2017-12-27 09:00:00,0.04797600,0.04813700,0.04790200,0.04806600,3739.11300000
2017-12-27 08:30:00,0.04790600,0.04805000,0.04777200,0.04797700,4632.73200000
2017-12-27 08:00:00,0.04775400,0.04810700,0.04769000,0.04797700,4319.26300000
2017-12-27 07:30:00,0.04760600,0.04791000,0.04735800,0.04769200,4396.50800000
2017-12-27 07:00:00,0.04805300,0.04809900,0.04742800,0.04760600,4125.01000000
2017-12-27 06:30:00,0.04781600,0.04810000,0.04779700,0.04805300,3917.70800000
2017-12-27 06:00:00,0.04769000,0.04800000,0.04763000,0.04781600,4422.57400000
2017-12-27 05:30:00,0.04762200,0.04775000,0.04727100,0.04772800,4698.32800000
2017-12-27 05:00:00,0.04755800,0.04762200,0.04741300,0.04757400,3854.41200000
2017-12-27 04:30:00,0.04780900,0.04800000,0.04742700,0.04759400,4131.85900000
2017-12-27 04:00:00,0.04742500,0.04793400,0.04739600,0.04781000,3744.52400000
2017-12-27 03:30:00,0.04720300,0.04747300,0.04710800,0.04740100,4081.54400000
2017-12-27 03:00:00,0.04739400,0.04760500,0.04714200,0.04724000,4660.03600000
2017-12-27 02:30:00,0.04739400,0.04782000,0.04733600,0.04743800,5699.88200000
2017-12-27 02:00:00,0.04659100,0.04766900,0.04645400,0.04739400,6758.11500000
2017-12-27 01:30:00,0.04641100,0.04659200,0.04640400,0.04652400,5178.66400000
2017-12-27 01:00:00,0.04661800,0.04670000,0.04637600,0.04642800,5258.21400000
2017-12-27 00:30:00,0.04686200,0.04686300,0.04655000,0.04661700,4458.21600000
2017-12-27 00:00:00,0.04645100,0.04716000,0.04633900,0.04681600,5178.21400000
2017-12-26 23:30:00,0.04661500,0.04674000,0.04630000,0.04645100,6352.34900000
2017-12-26 23:00:00,0.04801500,0.04801900,0.04651300,0.04666100,5959.22700000
2017-12-26 22:30:00,0.04797900,0.04817800,0.04790200,0.04801500,4371.21700000
2017-12-26 22:00:00,0.04772700,0.04803500,0.04766700,0.04797800,4368.99500000
2017-12-26 21:30:00,0.04773900,0.04788100,0.04762300,0.04772500,3134.99900000
2017-12-26 21:00:00,0.04768800,0.04787700,0.04764200,0.04769600,4043.10200000
2017-12-26 20:30:00,0.04780700,0.04787900,0.04750100,0.04768700,4345.80300000
2017-12-26 20:00:00,0.04803700,0.04821100,0.04750100,0.04780600,4543.79500000
2017-12-26 19:30:00,0.04774100,0.04858500,0.04750200,0.04809600,5236.34700000
2017-12-26 19:00:00,0.04780600,0.04819300,0.04760300,0.04774000,4211.91800000
2017-12-26 18:30:00,0.04778500,0.04788800,0.04752700,0.04780500,5261.98000000
2017-12-26 18:00:00,0.04714100,0.04783500,0.04708000,0.04778500,4345.53600000
2017-12-26 17:30:00,0.04695500,0.04719200,0.04678600,0.04713600,3793.46400000
2017-12-26 17:00:00,0.04670700,0.04703800,0.04649200,0.04695600,4474.91500000
2017-12-26 16:30:00,0.04687800,0.04693600,0.04660100,0.04675300,3448.07300000
2017-12-26 16:00:00,0.04690700,0.04705900,0.04672600,0.04681800,2933.90400000
2017-12-26 15:30:00,0.04649100,0.04704700,0.04643700,0.04693000,3542.33100000
2017-12-26 15:00:00,0.04716000,0.04716500,0.04628200,0.04649200,4791.16000000
2017-12-26 14:30:00,0.04712900,0.04743400,0.04700000,0.04711300,3301.79200000
2017-12-26 14:00:00,0.04750000,0.04761000,0.04713000,0.04713100,3950.24500000
2017-12-26 13:30:00,0.04734700,0.04820000,0.04720000,0.04750000,4125.51400000
2017-12-26 13:00:00,0.04709500,0.05380000,0.04701800,0.04745000,6058.78500000
2017-12-26 12:30:00,0.04669000,0.04746500,0.04665000,0.04709500,5288.84500000
2017-12-26 12:00:00,0.04661000,0.04700000,0.04650300,0.04669000,5087.02700000
2017-12-26 11:30:00,0.04651100,0.04702400,0.04643000,0.04661000,6455.58900000
2017-12-26 11:00:00,0.04720700,0.04731000,0.04645400,0.04651100,7278.89900000
2017-12-26 10:30:00,0.04661000,0.04767200,0.04655200,0.04726000,6180.49600000
2017-12-26 10:00:00,0.04645200,0.04702000,0.04630500,0.04657800,7602.08200000
2017-12-26 09:30:00,0.04823800,0.04830400,0.04640400,0.04654700,10085.18000000
2017-12-26 09:00:00,0.04860800,0.04900000,0.04786000,0.04814400,9456.69900000
2017-12-26 08:30:00,0.04872800,0.04881900,0.04841600,0.04856700,4743.04500000
2017-12-26 08:00:00,0.04900200,0.04905200,0.04842500,0.04872800,4489.92400000
2017-12-26 07:30:00,0.04948600,0.04956900,0.04875000,0.04900200,5456.00800000
2017-12-26 07:00:00,0.04965100,0.04973300,0.04939200,0.04948500,3447.88600000
2017-12-26 06:30:00,0.04964100,0.04975000,0.04956400,0.04965100,3870.79700000
2017-12-26 06:00:00,0.04960600,0.04978600,0.04940600,0.04964000,4532.90300000
2017-12-26 05:30:00,0.04971200,0.04984400,0.04925600,0.04960600,5660.00800000
2017-12-26 05:00:00,0.04952900,0.04975000,0.04918900,0.04971000,2787.09300000
2017-12-26 04:30:00,0.04995400,0.05005100,0.04934100,0.04948300,4034.26600000
2017-12-26 04:00:00,0.05012700,0.05025000,0.04980000,0.04995200,6326.15600000
2017-12-26 03:30:00,0.04973300,0.05020100,0.04971000,0.05013000,5652.46300000
2017-12-26 03:00:00,0.04930000,0.04993600,0.04916700,0.04973300,5343.86300000
2017-12-26 02:30:00,0.04945000,0.04963200,0.04910000,0.04930300,4809.40700000
2017-12-26 02:00:00,0.04837700,0.04974800,0.04834500,0.04945000,6438.44000000
2017-12-26 01:30:00,0.04931000,0.04940200,0.04830000,0.04837800,6652.16100000
2017-12-26 01:00:00,0.04902300,0.04957800,0.04900100,0.04931100,5183.51500000
2017-12-26 00:30:00,0.04871900,0.04970000,0.04814000,0.04901900,8746.97900000
2017-12-26 00:00:00,0.04969800,0.04974800,0.04720000,0.04871900,12299.57000000
2017-12-25 23:30:00,0.05035800,0.05049000,0.04959100,0.04974200,8795.23100000
2017-12-25 23:00:00,0.05197500,0.05226400,0.05017000,0.05039800,8984.26400000
2017-12-25 22:30:00,0.05336000,0.05341300,0.05186200,0.05197500,8877.84300000
2017-12-25 22:00:00,0.05333000,0.05350000,0.05307800,0.05336000,5343.57800000
2017-12-25 21:30:00,0.05313200,0.05363100,0.05299900,0.05327300,5188.36200000
2017-12-25 21:00:00,0.05267100,0.05322700,0.05263100,0.05313200,5875.59300000
2017-12-25 20:30:00,0.05264200,0.05276000,0.05238000,0.05266600,5301.05300000
2017-12-25 20:00:00,0.05231700,0.05267300,0.05225000,0.05259100,4642.95900000
2017-12-25 19:30:00,0.05231500,0.05260000,0.05217200,0.05236800,5327.00500000
2017-12-25 19:00:00,0.05205900,0.05237000,0.05200000,0.05236700,5584.75400000
2017-12-25 18:30:00,0.05253500,0.05258800,0.05202000,0.05215300,5895.60500000
2017-12-25 18:00:00,0.05260100,0.05288900,0.05231300,0.05253500,6056.09800000
2017-12-25 17:30:00,0.05296300,0.05499900,0.05245500,0.05268900,7029.59200000
2017-12-25 17:00:00,0.05281300,0.05307300,0.05269300,0.05296300,4494.08600000
2017-12-25 16:30:00,0.05277900,0.05300000,0.05263100,0.05281300,3271.18500000
2017-12-25 16:00:00,0.05294100,0.05300000,0.05261000,0.05277700,4074.56800000
2017-12-25 15:30:00,0.05280000,0.05300000,0.05270400,0.05291000,4918.55900000
2017-12-25 15:00:00,0.05237100,0.05283800,0.05219700,0.05282500,6476.02600000
2017-12-25 14:30:00,0.05206600,0.05265000,0.05197000,0.05237200,5576.84000000
2017-12-25 14:00:00,0.05191200,0.05223200,0.05186600,0.05201300,4742.61000000
2017-12-25 13:30:00,0.05220100,0.05249800,0.05185500,0.05196300,4878.99100000
2017-12-25 13:00:00,0.05220700,0.05244100,0.05200000,0.05229900,4528.05000000
2017-12-25 12:30:00,0.05189800,0.05245000,0.05180000,0.05224900,5974.09800000
2017-12-25 12:00:00,0.05198800,0.05219900,0.05175800,0.05189800,5119.97000000
2017-12-25 11:30:00,0.05211800,0.05219900,0.05172600,0.05193300,5861.58900000
2017-12-25 11:00:00,0.05224600,0.05245000,0.05208700,0.05218200,5337.79900000
2017-12-25 10:30:00,0.05230000,0.05245000,0.05095000,0.05227600,6572.61900000
2017-12-25 10:00:00,0.05216300,0.05238600,0.05207100,0.05230000,4567.08800000
2017-12-25 09:30:00,0.05203300,0.05244900,0.05200000,0.05221000,5668.65000000
2017-12-25 09:00:00,0.05193100,0.05220000,0.05161100,0.05207800,5946.67300000
2017-12-25 08:30:00,0.05159600,0.05200000,0.05143600,0.05188700,5934.62000000
2017-12-25 08:00:00,0.05200900,0.05210000,0.05150000,0.05159700,7734.84100000
2017-12-25 07:30:00,0.05220100,0.05234100,0.05200000,0.05200800,6324.18000000
2017-12-25 07:00:00,0.05212600,0.05240000,0.05200000,0.05222700,5629.68800000
2017-12-25 06:30:00,0.05219800,0.05227500,0.05206300,0.05217600,6765.90300000
2017-12-25 06:00:00,0.05212800,0.05230000,0.05210000,0.05215000,5269.65000000
2017-12-25 05:30:00,0.05210100,0.05235100,0.05210000,0.05212800,5148.74300000
2017-12-25 05:00:00,0.05203800,0.05242100,0.05195200,0.05215000,6642.79100000
