id,price,qty,time
80782077,0.00189960,0.10000000,2020-07-11 12:44:31.988
80782078,0.00189950,0.83000000,2020-07-11 12:44:31.988
80782076,0.00190000,0.60000000,2020-07-11 12:44:30.600
80782075,0.00190000,2.00000000,2020-07-11 12:44:30.600
80782074,0.00190000,3.37000000,2020-07-11 12:44:30.600
80782073,0.00189990,1.86000000,2020-07-11 12:44:30.600
80782072,0.00189990,2.10000000,2020-07-11 12:44:30.600
80782071,0.00189990,0.06000000,2020-07-11 12:44:29.812
80782070,0.00189960,2.16000000,2020-07-11 12:44:29.805
80782069,0.00189960,2.37000000,2020-07-11 12:44:29.805
80782068,0.00189900,0.57000000,2020-07-11 12:44:26.758
80782067,0.00189930,2.42000000,2020-07-11 12:44:26.758
80782065,0.00189980,2.28000000,2020-07-11 12:44:26.202
80782063,0.00189980,1.69000000,2020-07-11 12:44:26.202
80782066,0.00189990,3.90000000,2020-07-11 12:44:26.202
80782064,0.00189980,0.07000000,2020-07-11 12:44:26.202
80782062,0.00189940,0.16000000,2020-07-11 12:44:25.666
80782061,0.00189970,0.10000000,2020-07-11 12:44:21.980
80782060,0.00189960,48.05000000,2020-07-11 12:44:21.980
80782059,0.00189950,1.04000000,2020-07-11 12:44:21.980
80782058,0.00189940,3.16000000,2020-07-11 12:44:21.980
80782057,0.00189930,0.07000000,2020-07-11 12:44:21.980
80782056,0.00189920,164.00000000,2020-07-11 12:44:21.980
80782055,0.00189920,0.15000000,2020-07-11 12:44:21.980
80782054,0.00189910,2.96000000,2020-07-11 12:44:21.980
80782053,0.00189900,4.29000000,2020-07-11 12:44:18.575
80782052,0.00189910,0.13000000,2020-07-11 12:44:17.698
80782051,0.00189910,0.16000000,2020-07-11 12:44:17.592
80782050,0.00189900,1.95000000,2020-07-11 12:44:15.238
80782049,0.00189900,127.64000000,2020-07-11 12:44:15.238
80782048,0.00189900,2.55000000,2020-07-11 12:44:15.044
80782047,0.00189890,0.20000000,2020-07-11 12:44:12.460
80782046,0.00189880,2.47000000,2020-07-11 12:44:12.078
80782045,0.00189900,0.13000000,2020-07-11 12:44:11.865
80782044,0.00189900,0.16000000,2020-07-11 12:44:11.429
80782043,0.00189880,1.51000000,2020-07-11 12:44:10.464
80782042,0.00189880,1.05000000,2020-07-11 12:44:08.394
80782041,0.00189880,1.03000000,2020-07-11 12:44:07.458
80782040,0.00189890,18.94000000,2020-07-11 12:43:55.116
80782039,0.00189890,1.70000000,2020-07-11 12:43:55.105
80782038,0.00189890,1.96000000,2020-07-11 12:43:55.105
80782037,0.00189860,0.29000000,2020-07-11 12:43:51.219
80782036,0.00189880,2.46000000,2020-07-11 12:43:41.555
80782034,0.00189870,2.37000000,2020-07-11 12:43:41.358
80782035,0.00189880,5.10000000,2020-07-11 12:43:41.358
80782033,0.00189860,0.52000000,2020-07-11 12:43:38.630
80782032,0.00189840,1.50000000,2020-07-11 12:43:38.621
80782031,0.00189820,1.13000000,2020-07-11 12:43:37.214
80782030,0.00189750,0.17000000,2020-07-11 12:43:36.977
80782029,0.00189840,0.64000000,2020-07-11 12:43:33.907
80782028,0.00189860,1.69000000,2020-07-11 12:43:31.038
80782027,0.00189860,1.21000000,2020-07-11 12:43:28.567
80782026,0.00189880,2.05000000,2020-07-11 12:43:27.523
80782025,0.00189870,1.21000000,2020-07-11 12:43:27.523
80782024,0.00189840,1.73000000,2020-07-11 12:43:27.523
80782022,0.00189780,4.36000000,2020-07-11 12:43:27.334
80782021,0.00189780,0.14000000,2020-07-11 12:43:27.334
80782020,0.00189790,4.28000000,2020-07-11 12:43:27.334
80782023,0.00189770,1.17000000,2020-07-11 12:43:27.334
80782019,0.00189870,0.93000000,2020-07-11 12:43:25.788
80782018,0.00189850,1.67000000,2020-07-11 12:43:25.788
80782017,0.00189840,1.21000000,2020-07-11 12:43:25.788
80782016,0.00189840,3.81000000,2020-07-11 12:43:23.753
80782009,0.00189880,2.00000000,2020-07-11 12:43:15.323
80782004,0.00189820,0.06000000,2020-07-11 12:43:15.323
80782005,0.00189830,0.09000000,2020-07-11 12:43:15.323
80782006,0.00189850,1.61000000,2020-07-11 12:43:15.323
80782007,0.00189860,0.21000000,2020-07-11 12:43:15.323
80782008,0.00189870,3.25000000,2020-07-11 12:43:15.323
80782015,0.00189900,48.19000000,2020-07-11 12:43:15.323
80782010,0.00189880,51.72000000,2020-07-11 12:43:15.323
80782011,0.00189880,2.51000000,2020-07-11 12:43:15.323
80782012,0.00189900,0.12000000,2020-07-11 12:43:15.323
80782013,0.00189900,2.24000000,2020-07-11 12:43:15.323
80782014,0.00189900,3.00000000,2020-07-11 12:43:15.323
80782003,0.00189770,2.49000000,2020-07-11 12:43:15.280
80782002,0.00189720,0.58000000,2020-07-11 12:43:11.003
80782000,0.00189800,2.21000000,2020-07-11 12:43:09.742
80781999,0.00189760,1.64000000,2020-07-11 12:43:09.742
80782001,0.00189810,1.50000000,2020-07-11 12:43:09.742
80781998,0.00189750,1.61000000,2020-07-11 12:43:07.487
80781997,0.00189760,4.42000000,2020-07-11 12:43:07.487
80781996,0.00189810,0.07000000,2020-07-11 12:43:05.797
80781995,0.00189810,6.96000000,2020-07-11 12:43:04.293
80781994,0.00189810,1.50000000,2020-07-11 12:43:04.076
80781993,0.00189800,1.86000000,2020-07-11 12:43:00.785
80781992,0.00189800,1.00000000,2020-07-11 12:43:00.785
80781991,0.00189790,0.10000000,2020-07-11 12:43:00.785
80781990,0.00189770,5.35000000,2020-07-11 12:43:00.785
80781987,0.00189740,3.00000000,2020-07-11 12:42:56.651
80781984,0.00189780,5.35000000,2020-07-11 12:42:56.651
80781986,0.00189760,10.29000000,2020-07-11 12:42:56.651
80781985,0.00189770,0.17000000,2020-07-11 12:42:56.651
80781988,0.00189740,2.09000000,2020-07-11 12:42:56.651
80781989,0.00189680,4.48000000,2020-07-11 12:42:56.651
80781983,0.00189780,0.12000000,2020-07-11 12:42:54.931
80781982,0.00189760,0.41000000,2020-07-11 12:42:52.841
80781981,0.00189770,3.17000000,2020-07-11 12:42:52.574
80781980,0.00189770,0.13000000,2020-07-11 12:42:52.574
80781979,0.00189750,2.38000000,2020-07-11 12:42:51.977
80781977,0.00189710,1.90000000,2020-07-11 12:42:48.893
80781978,0.00189710,1.93000000,2020-07-11 12:42:48.893
80781976,0.00189660,0.08000000,2020-07-11 12:42:46.993
80781975,0.00189650,0.66000000,2020-07-11 12:42:46.008
80781974,0.00189650,52.89000000,2020-07-11 12:42:45.626
80781973,0.00189650,6.07000000,2020-07-11 12:42:45.457
80781972,0.00189650,6.33000000,2020-07-11 12:42:45.301
80781971,0.00189650,5.35000000,2020-07-11 12:42:45.190
80781970,0.00189650,34.19000000,2020-07-11 12:42:45.137
80781969,0.00189650,5.00000000,2020-07-11 12:42:44.905
80781968,0.00189650,32.50000000,2020-07-11 12:42:44.895
80781967,0.00189660,0.78000000,2020-07-11 12:42:44.882
80781966,0.00189650,1.51000000,2020-07-11 12:42:44.583
80781965,0.00189670,1.71000000,2020-07-11 12:42:44.079
80781964,0.00189660,2.48000000,2020-07-11 12:42:43.982
80781963,0.00189660,2.27000000,2020-07-11 12:42:43.884
80781962,0.00189660,1.67000000,2020-07-11 12:42:43.394
80781961,0.00189670,5.35000000,2020-07-11 12:42:43.379
80781960,0.00189640,58.20000000,2020-07-11 12:42:42.412
80781959,0.00189640,55.01000000,2020-07-11 12:42:42.398
80781958,0.00189640,27.49000000,2020-07-11 12:42:42.383
80781957,0.00189640,10.63000000,2020-07-11 12:42:42.255
80781956,0.00189640,6.33000000,2020-07-11 12:42:42.254
80781955,0.00189640,6.34000000,2020-07-11 12:42:42.247
80781954,0.00189610,6.69000000,2020-07-11 12:42:40.797
80781953,0.00189610,32.50000000,2020-07-11 12:42:40.782
80781951,0.00189620,5.35000000,2020-07-11 12:42:40.183
80781952,0.00189620,5.35000000,2020-07-11 12:42:40.183
80781950,0.00189610,4.71000000,2020-07-11 12:42:40.083
80781949,0.00189610,2.13000000,2020-07-11 12:42:40.083
80781948,0.00189680,1.83000000,2020-07-11 12:42:39.782
80781947,0.00189740,7.03000000,2020-07-11 12:42:39.252
80781946,0.00189670,1.58000000,2020-07-11 12:42:39.252
80781945,0.00189740,0.53000000,2020-07-11 12:42:39.245
80781944,0.00189740,3.95000000,2020-07-11 12:42:39.245
80781943,0.00189730,1.85000000,2020-07-11 12:42:39.245
80781942,0.00189640,2.28000000,2020-07-11 12:42:39.156
80781941,0.00189650,2.36000000,2020-07-11 12:42:39.084
80781940,0.00189640,1.91000000,2020-07-11 12:42:39.076
80781939,0.00189570,5.35000000,2020-07-11 12:42:38.776
80781938,0.00189570,1.35000000,2020-07-11 12:42:38.776
80781936,0.00189600,1.90000000,2020-07-11 12:42:38.752
80781935,0.00189630,2.12000000,2020-07-11 12:42:38.752
80781937,0.00189570,125.98000000,2020-07-11 12:42:38.752
80781934,0.00189620,2.10000000,2020-07-11 12:42:38.679
80781933,0.00189660,2.46000000,2020-07-11 12:42:38.577
80781932,0.00189650,2.26000000,2020-07-11 12:42:38.380
80781931,0.00189630,1.83000000,2020-07-11 12:42:38.160
80781930,0.00189610,2.14000000,2020-07-11 12:42:38.081
80781929,0.00189600,2.17000000,2020-07-11 12:42:37.889
80781928,0.00189610,4.74000000,2020-07-11 12:42:37.875
80781927,0.00189640,1.80000000,2020-07-11 12:42:37.723
80781926,0.00189650,3.42000000,2020-07-11 12:42:37.482
80781925,0.00189640,0.12000000,2020-07-11 12:42:37.276
80781924,0.00189630,1.85000000,2020-07-11 12:42:37.263
80781922,0.00189630,3.80000000,2020-07-11 12:42:37.181
80781923,0.00189630,1.54000000,2020-07-11 12:42:37.181
80781921,0.00189630,0.05000000,2020-07-11 12:42:37.116
80781920,0.00189620,1.95000000,2020-07-11 12:42:37.116
80781919,0.00189610,25.16000000,2020-07-11 12:42:36.581
80781918,0.00189600,2.78000000,2020-07-11 12:42:36.581
80781917,0.00189590,3.48000000,2020-07-11 12:42:36.581
80781916,0.00189570,3.99000000,2020-07-11 12:42:36.581
80781915,0.00189560,1.97000000,2020-07-11 12:42:36.581
80781914,0.00189560,53.27000000,2020-07-11 12:42:36.581
80781913,0.00189550,1.78000000,2020-07-11 12:42:36.581
80781912,0.00189550,2.57000000,2020-07-11 12:42:36.581
80781911,0.00189530,5.00000000,2020-07-11 12:42:36.581
80781910,0.00189520,0.85000000,2020-07-11 12:42:36.301
80781909,0.00189410,1.07000000,2020-07-11 12:42:36.301
80781908,0.00189410,0.77000000,2020-07-11 12:42:36.297
80781906,0.00189500,17.43000000,2020-07-11 12:42:36.278
80781904,0.00189490,21.75000000,2020-07-11 12:42:36.278
80781905,0.00189490,2.18000000,2020-07-11 12:42:36.278
80781907,0.00189500,2.44000000,2020-07-11 12:42:36.278
80781903,0.00189480,3.59000000,2020-07-11 12:42:36.251
80781902,0.00189480,5.48000000,2020-07-11 12:42:36.251
80781901,0.00189480,46.55000000,2020-07-11 12:42:36.240
80781900,0.00189470,3.03000000,2020-07-11 12:42:36.239
80781899,0.00189460,1.67000000,2020-07-11 12:42:36.228
80781898,0.00189460,76.20000000,2020-07-11 12:42:36.228
80781897,0.00189460,6.33000000,2020-07-11 12:42:36.215
80781896,0.00189400,2.24000000,2020-07-11 12:42:36.204
80781891,0.00189370,1.69000000,2020-07-11 12:42:36.032
80781895,0.00189460,56.31000000,2020-07-11 12:42:36.032
80781894,0.00189400,2.49000000,2020-07-11 12:42:36.032
80781893,0.00189400,1.80000000,2020-07-11 12:42:36.032
80781892,0.00189370,2.95000000,2020-07-11 12:42:36.032
80781889,0.00189290,13.06000000,2020-07-11 12:42:36.022
80781890,0.00189290,108.74000000,2020-07-11 12:42:36.022
80781888,0.00189290,38.28000000,2020-07-11 12:42:35.722
80781887,0.00189290,0.18000000,2020-07-11 12:42:35.517
80781886,0.00189290,0.72000000,2020-07-11 12:42:35.154
80781885,0.00189290,1.81000000,2020-07-11 12:42:35.008
80781884,0.00189290,0.11000000,2020-07-11 12:42:35.008
80781883,0.00189290,0.07000000,2020-07-11 12:42:35.008
80781882,0.00189300,0.56000000,2020-07-11 12:42:35.008
80781881,0.00189300,0.47000000,2020-07-11 12:42:35.008
80781880,0.00189310,0.44000000,2020-07-11 12:42:33.778
80781879,0.00189310,0.11000000,2020-07-11 12:42:31.531
80781878,0.00189310,0.32000000,2020-07-11 12:42:31.419
80781877,0.00189310,12.32000000,2020-07-11 12:42:30.623
80781876,0.00189310,0.20000000,2020-07-11 12:42:29.966
80781874,0.00189310,1.11000000,2020-07-11 12:42:29.548
80781875,0.00189310,2.45000000,2020-07-11 12:42:29.548
80781872,0.00189320,5.46000000,2020-07-11 12:42:28.566
80781873,0.00189310,0.94000000,2020-07-11 12:42:28.566
80781871,0.00189330,105.34000000,2020-07-11 12:42:24.537
80781870,0.00189330,2.80000000,2020-07-11 12:42:24.537
80781869,0.00189330,7.03000000,2020-07-11 12:42:23.562
80781868,0.00189330,0.17000000,2020-07-11 12:42:23.434
80781867,0.00189330,0.07000000,2020-07-11 12:42:23.434
80781866,0.00189340,3.34000000,2020-07-11 12:42:18.923
80781865,0.00189370,1.58000000,2020-07-11 12:42:18.923
80781864,0.00189450,55.42000000,2020-07-11 12:42:18.627
80781860,0.00189350,28.11000000,2020-07-11 12:42:18.620
80781862,0.00189440,2.02000000,2020-07-11 12:42:18.620
80781861,0.00189410,2.17000000,2020-07-11 12:42:18.620
80781863,0.00189460,9.67000000,2020-07-11 12:42:18.620
80781859,0.00189310,9.84000000,2020-07-11 12:42:18.143
80781858,0.00189310,20.94000000,2020-07-11 12:42:18.143
80781857,0.00189310,32.50000000,2020-07-11 12:42:18.133
80781856,0.00189300,0.03000000,2020-07-11 12:42:17.101
80781855,0.00189300,0.13000000,2020-07-11 12:42:17.101
80781854,0.00189300,1.50000000,2020-07-11 12:42:17.101
80781853,0.00189300,3.00000000,2020-07-11 12:42:17.101
80781852,0.00189300,0.21000000,2020-07-11 12:42:17.101
