,Name,sma_pfast,sma_pslow,Return,MaxDrawDown,TotalTrades#,winTrades#,LossTrades#,WinRatio,AverageWin$,AverageLoss$,LongestWinStreak,LongestLossStreak,AverageWinLossRatio,RankReturn,RankMaxDrawDown,RankWinRatio,RankAverageWinLossRatio,Score
497,SMACross,19,38,-0.1932,39.0337,37,11,25,0.2973,407.0754,-247.0517,2,8,-1.6477,493.0,17.0,378.5,77.0,241.375
498,SMACross,19,39,-0.1314,34.3878,37,12,24,0.3243,388.0464,-242.74,2,8,-1.5986,436.0,112.0,239.5,65.0,213.125
499,SMACross,19,40,-0.1759,33.869,36,10,25,0.2778,420.26,-230.2489,2,10,-1.8252,479.0,127.0,461.0,139.0,301.5
500,SMACross,19,41,-0.1862,35.4205,37,10,26,0.2703,425.6711,-226.7993,2,8,-1.8769,490.0,81.0,481.0,162.0,303.5
501,SMACross,19,42,-0.142,32.2999,35,10,24,0.2857,425.944,-230.08,2,9,-1.8513,444.0,178.0,436.5,152.0,302.625
502,SMACross,19,43,-0.1782,35.2849,36,8,27,0.2222,515.4943,-211.0108,2,9,-2.443,483.0,86.0,534.0,435.0,384.5
503,SMACross,19,44,-0.1394,32.1995,33,11,21,0.3333,366.989,-249.0516,2,8,-1.4735,442.0,180.0,204.0,36.0,215.5
504,SMACross,19,45,-0.0674,28.7411,31,10,20,0.3226,418.8877,-236.2212,2,7,-1.7733,375.0,267.0,250.0,116.0,252.0
505,SMACross,19,46,-0.1127,31.8217,34,10,23,0.2941,402.877,-216.6857,2,7,-1.8593,417.0,189.0,398.0,156.0,290.0
506,SMACross,19,47,-0.0921,31.1755,32,9,22,0.2812,459.3691,-222.744,2,7,-2.0623,397.0,208.0,452.0,239.0,324.0
507,SMACross,19,48,-0.0504,27.8159,31,7,23,0.2258,558.2395,-186.1345,2,12,-2.9991,354.0,291.0,528.5,526.0,424.875
508,SMACross,19,49,-0.0027,26.5931,30,9,20,0.3,448.5737,-196.9831,2,5,-2.2772,292.0,322.0,366.0,356.0,334.0
509,SMACross,19,50,0.0171,25.1756,29,9,19,0.3103,458.4256,-201.4287,2,5,-2.2759,252.0,353.0,318.5,353.0,319.125
510,SMACross,20,25,0.1562,21.8985,61,27,34,0.4426,268.8534,-163.7689,4,8,-1.6417,55.0,419.0,3.0,75.0,138.0
511,SMACross,20,26,-0.0209,27.7996,58,22,36,0.3793,264.17,-167.1837,4,6,-1.5801,314.0,292.0,60.5,60.0,181.625
512,SMACross,20,27,-0.1448,36.4487,52,20,32,0.3846,278.6106,-216.2704,4,6,-1.2883,450.0,52.0,50.5,10.0,140.625
513,SMACross,20,28,-0.1307,37.7247,52,20,32,0.3846,272.0195,-208.3093,4,6,-1.3058,435.0,33.0,50.5,15.0,133.375
514,SMACross,20,29,-0.204,38.5709,50,20,30,0.4,246.2728,-225.6933,6,7,-1.0912,500.0,23.0,30.5,1.0,138.625
515,SMACross,20,30,-0.1138,35.0522,46,19,27,0.413,283.0753,-239.0366,3,7,-1.1842,420.0,92.0,18.0,5.0,133.75
516,SMACross,20,31,-0.1754,36.795,42,14,27,0.3333,356.9817,-242.5064,2,8,-1.4721,478.0,48.0,204.0,35.0,191.25
517,SMACross,20,32,-0.2174,38.3505,42,12,29,0.2857,391.7851,-227.5286,2,8,-1.7219,506.0,25.0,436.5,105.0,268.125
518,SMACross,20,33,-0.2155,38.6624,42,11,30,0.2619,423.3523,-217.9536,2,9,-1.9424,503.0,22.0,502.0,181.0,302.0
519,SMACross,20,34,-0.2024,38.9168,41,10,30,0.2439,486.8846,-221.4625,2,9,-2.1985,499.0,18.0,517.0,311.0,336.25
520,SMACross,20,35,-0.1452,32.7193,42,13,28,0.3095,366.2913,-216.1462,2,5,-1.6946,451.0,168.0,323.0,94.0,259.0
521,SMACross,20,36,-0.1401,33.1043,44,13,30,0.2955,344.828,-190.9633,2,7,-1.8057,443.0,155.0,389.5,130.0,279.375
522,SMACross,20,37,-0.1341,32.6627,39,10,28,0.2564,430.2251,-196.2708,2,8,-2.192,439.0,169.0,509.0,306.0,355.75
523,SMACross,20,38,-0.1274,31.9131,40,9,30,0.225,481.2862,-182.1857,2,8,-2.6417,430.0,187.0,531.5,482.0,407.625
524,SMACross,20,39,-0.1586,33.6057,38,11,26,0.2895,392.3431,-218.3018,2,8,-1.7973,462.0,137.0,423.5,128.0,287.625
525,SMACross,20,40,-0.1524,33.0886,36,11,24,0.3056,387.3487,-231.9986,2,8,-1.6696,458.0,156.0,345.5,87.0,261.625
526,SMACross,20,41,-0.2142,36.2104,36,9,26,0.25,441.1708,-223.0118,2,10,-1.9782,501.0,58.0,513.5,203.0,318.875
527,SMACross,20,42,-0.2007,35.6519,37,9,27,0.2432,440.8642,-210.5475,2,11,-2.0939,498.0,72.0,520.0,262.0,338.0
528,SMACross,20,43,-0.2151,36.1498,36,10,25,0.2778,414.5512,-239.2189,2,10,-1.7329,502.0,61.0,461.0,108.0,283.0
529,SMACross,20,44,-0.1179,32.1151,35,13,21,0.3714,322.6127,-247.4076,3,8,-1.304,424.0,183.0,82.0,13.0,175.5
530,SMACross,20,45,-0.1504,31.5944,34,10,23,0.2941,374.6815,-218.9535,2,8,-1.7112,456.0,196.0,398.0,101.0,287.75
531,SMACross,20,46,-0.11,32.2497,32,10,21,0.3125,408.9584,-239.0251,2,8,-1.7109,413.0,179.0,299.5,100.0,247.875
532,SMACross,20,47,-0.0669,29.8744,33,8,24,0.2424,514.4823,-193.6284,2,7,-2.6571,374.0,241.0,522.0,490.0,406.75
533,SMACross,20,48,-0.0573,30.1451,30,11,18,0.3667,369.3516,-250.1189,2,5,-1.4767,364.0,232.0,99.5,38.0,183.375
534,SMACross,20,49,-0.0457,28.5999,30,10,19,0.3333,397.4869,-226.4542,2,5,-1.7553,349.0,271.0,204.0,113.0,234.25
535,SMACross,20,50,0.0182,25.4166,29,10,18,0.3448,428.2941,-220.6803,2,5,-1.9408,250.0,346.0,158.5,180.0,233.625
